filename,x,y
Maximum Projection_ch02_SV.tif,294.0,1.1818181818181819
Maximum Projection_ch02_SV.tif,298.0,1.0
Maximum Projection_ch02_SV.tif,300.75,0.5
Maximum Projection_ch02_SV.tif,307.5,0.5
Maximum Projection_ch02_SV.tif,312.0,1.4285714285714286
Maximum Projection_ch02_SV.tif,845.5,0.0
Maximum Projection_ch02_SV.tif,148.2,4.3
Maximum Projection_ch02_SV.tif,194.57142857142858,5.142857142857143
Maximum Projection_ch02_SV.tif,199.5,2.5
Maximum Projection_ch02_SV.tif,213.75,2.5
Maximum Projection_ch02_SV.tif,305.54545454545456,5.454545454545454
Maximum Projection_ch02_SV.tif,199.07692307692307,6.769230769230769
Maximum Projection_ch02_SV.tif,225.66666666666666,6.0
Maximum Projection_ch02_SV.tif,305.32307692307694,9.553846153846154
Maximum Projection_ch02_SV.tif,313.22222222222223,4.888888888888889
Maximum Projection_ch02_SV.tif,187.1,7.7
Maximum Projection_ch02_SV.tif,213.5,6.5
Maximum Projection_ch02_SV.tif,252.08695652173913,8.565217391304348
Maximum Projection_ch02_SV.tif,79.6,8.4
Maximum Projection_ch02_SV.tif,180.95454545454547,11.272727272727273
Maximum Projection_ch02_SV.tif,228.0,9.666666666666666
Maximum Projection_ch02_SV.tif,298.14285714285717,9.285714285714286
Maximum Projection_ch02_SV.tif,315.25,10.5
Maximum Projection_ch02_SV.tif,79.47368421052632,13.68421052631579
Maximum Projection_ch02_SV.tif,172.0909090909091,12.181818181818182
Maximum Projection_ch02_SV.tif,59.333333333333336,13.0
Maximum Projection_ch02_SV.tif,258.0,13.75
Maximum Projection_ch02_SV.tif,75.0,17.666666666666668
Maximum Projection_ch02_SV.tif,174.5,16.0
Maximum Projection_ch02_SV.tif,178.0,17.666666666666668
Maximum Projection_ch02_SV.tif,257.0,16.5
Maximum Projection_ch02_SV.tif,280.0,17.5
Maximum Projection_ch02_SV.tif,42.0,21.75
Maximum Projection_ch02_SV.tif,72.5,23.5
Maximum Projection_ch02_SV.tif,75.66666666666667,23.333333333333332
Maximum Projection_ch02_SV.tif,78.5,23.0
Maximum Projection_ch02_SV.tif,84.5,22.5
Maximum Projection_ch02_SV.tif,88.6,24.0
Maximum Projection_ch02_SV.tif,135.80263157894737,26.43421052631579
Maximum Projection_ch02_SV.tif,146.5,23.0
Maximum Projection_ch02_SV.tif,40.8,25.6
Maximum Projection_ch02_SV.tif,44.5,25.0
Maximum Projection_ch02_SV.tif,70.5,25.5
Maximum Projection_ch02_SV.tif,145.5,25.0
Maximum Projection_ch02_SV.tif,152.0,24.0
Maximum Projection_ch02_SV.tif,36.457142857142856,31.242857142857144
Maximum Projection_ch02_SV.tif,44.5,27.0
Maximum Projection_ch02_SV.tif,149.5,27.0
Maximum Projection_ch02_SV.tif,283.1666666666667,28.166666666666668
Maximum Projection_ch02_SV.tif,322.5,28.608695652173914
Maximum Projection_ch02_SV.tif,331.5,27.5
Maximum Projection_ch02_SV.tif,28.0,28.666666666666668
Maximum Projection_ch02_SV.tif,49.0,28.5
Maximum Projection_ch02_SV.tif,68.0,28.5
Maximum Projection_ch02_SV.tif,152.5,28.5
Maximum Projection_ch02_SV.tif,53.0,30.75
Maximum Projection_ch02_SV.tif,65.31111111111112,37.644444444444446
Maximum Projection_ch02_SV.tif,83.5,31.0
Maximum Projection_ch02_SV.tif,87.5,30.5
Maximum Projection_ch02_SV.tif,50.833333333333336,33.666666666666664
Maximum Projection_ch02_SV.tif,277.8,33.2
Maximum Projection_ch02_SV.tif,282.25,34.0
Maximum Projection_ch02_SV.tif,332.0,33.5
Maximum Projection_ch02_SV.tif,131.42857142857142,35.142857142857146
Maximum Projection_ch02_SV.tif,368.0,35.0
Maximum Projection_ch02_SV.tif,81.33333333333333,38.666666666666664
Maximum Projection_ch02_SV.tif,133.0,38.0
Maximum Projection_ch02_SV.tif,236.33333333333334,37.0
Maximum Projection_ch02_SV.tif,30.2,40.4
Maximum Projection_ch02_SV.tif,32.0,38.666666666666664
Maximum Projection_ch02_SV.tif,37.5,39.5
Maximum Projection_ch02_SV.tif,326.4782608695652,44.04347826086956
Maximum Projection_ch02_SV.tif,56.5,40.5
Maximum Projection_ch02_SV.tif,132.47368421052633,42.68421052631579
Maximum Projection_ch02_SV.tif,230.5,40.0
Maximum Projection_ch02_SV.tif,234.75,45.45
Maximum Projection_ch02_SV.tif,266.5,41.0
Maximum Projection_ch02_SV.tif,18.5,42.5
Maximum Projection_ch02_SV.tif,29.390243902439025,48.390243902439025
